publishers,vol,category,author,book_name,,,
دار الكتب والوثائق القومية,1 جلد فقط,التاريخ,أحمد المقريزي,كتاب السلوك لمعرفة دول الملوك,,,
المركز الإسلامي دار المعارف,1,التاريخ,عبد الرحمن باوا المليباري,واحة العدل في قاحة الجور ,,,
المركز الإسلامي دار المعارف,1,التاريخ,عبد الرحمن باوا المليباري,وفيات الأبرار,,,
دار ابن كثير,11,التراجم والطبقات,ابن العماد,شذرات الذهب في أخبار من ذهب,,,
دار الكتب العلمية,1,التراجم والطبقات,أحمد أمين,زعماء الإصلاح في العصر الحديث,,,
دار الفكر,1,التاريخ,قطب الدين الحنفي,تاريخ المدينة المنورة ,,,
المجمع الإسلام العلمية,1,التاريخ,أبو الحسن علي الندوي,أضواء على الحركات والدعوات الدينية ......في الهند,,,
المجمع العلمي,1,التاريخ,عبد الرحمن السويدي البغدادي,حديقة الزوراء في سيرة الوزراء,,,
دار القلم ,5,التاريخ,شاه ولي الله الدهلوي,إزالة الخفاء عن خلافة الخلفاء,,,
دار الأندلس,1,التاريخ,أبو الوليد محمد الأزرقي,أخبار مكة وما جاء فيها من الآثار,,,
بدون عنوان,1,التاريخ,منصور بن ناصر,غزوة بدر الكبرى كأنك تراها,,,
مكتبة دار الكتب الوثائق القومية,3,التاريخ,علي باشا مبارك,الخطط التوفيقية الجديدة لمصر والقاهرة ومدنها وبلادها القديمة والشهيرة,,,
مؤسسة الفرقان للتراث الإسلامي,2,التاريخ,ابن فهد ,نيل المنى بذيل بلوغ القرى لتكملة إتحاف الورى,,,
مكتبة الحقيقة,1,التاريخ ,أحمد بن زيني دحلان المكي,الدولة العثمانية من كتاب الفتوحات الإسلامية,,,
المركز الإسلامي دار المعارف,حبتان,التراجم والطبقات,عبد الرحمن باوا المليباري,أبو البشر,,,
دار الكتب العلمية,1,التراجم والطبقات,أحمد بن عجيبة الحسني,أزهار البستان في طبقات الأعيان,,,
دار الفكر,6,التراجم والطبقات,ابن الأثير,أسد الغابة في معرفة الصحابة,,,
المكتبة العلمية ,1,التراجم والطبقات,خالد سالم السداني,أعلام إسلامية من شبه قارة الهندية,,,
مركز جمعة الماجد ,1,التراجم والطبقات, جمال الدين الفاروقي,أعلام المؤلفين بالعربية في البلاد الهندية,,,
دار ابن حزم,1,التراجم والطبقات, محمد الخضري,إتمام الوفاء في سيرة الخلفاء,,, 
المركز الإسلامي دار المعارف,1,التراجم والطبقات,عبد الرحمن باوا المليباري,إمام المحدثين محمد بن إسماعيل البخاري رضي الله عنه,,,
جامعة ام القرى المملكة السعودية,1,التراجم والطبقات,لمياء أحمد الشافعي,ابن حجر الهيتمي المكي وجهوده في الكتابة التاريخية,,,
دار الفكر,27,التراجم والطبقات,أبو الفرج الإصفهاني,الأغاني,,,
دار الفكر,7,التراجم والطبقات, ابن حجر العسقلاني,الإصابة في تمييز الصحابة ,,, 
المركز الإسلامي دار المعارف,1,التراجم والطبقات,عبد الرحمن باوا المليباري,الإمام الشافعي رضي الله عنه مناقبه ومواهبه,,,
إبداع,3,التراجم والطبقات,الحافظ ابن عبد البر,الاستيعاب في معرفة الأصحاب,,,
إبداع,3,التراجم والطبقات,الحافظ ابن عبد البر,الإنباح على قبائل الروات (مع الاستيعاب في معرفة الأصحاب),,,
إبداع,3,التراجم والطبقات,ابن الأمين محمد,الاستدراك على الاستيعاب(مع الاستيعاب في معرفة الأصحاب),,,
مكتبة الإرشاد,1,التراجم والطبقات,محمد باعلوي الشلي اليمني,السنا الباهر بتكميل النور السافر في أخبار القرن العاشر,,,
المركز الإسلامي دار المعارف,1,التراجم والطبقات,عبد الرحمن باوا المليباري,السيدة نفيسة المصرية,,,
دار الكتب العلمية,1,التراجم والطبقات,مصطفى محي الدين الهدوي,الشيخ معين الدين الجشتي الأجميري حياته ودعوته وآثاره,,,
دار الفكر ,1,التراجم والطبقات,الشعراني,الطبقات الكبرى = لواقح الأنوار في طبقات الأخيار(مجلد واحد),,,
دار ضياء الشام,2,التراجم والطبقات,الشعراني,الطبقات الكبرى = لواقح الأنوار في طبقات الأخيار,,,
دار الصادر,5,التراجم والطبقات,محمد عبد الرؤوف المناوي,الكواكب الدرية في تراجم السادة الصوفية = الطبقات الكبرى,,,
طبع إستنبول,1,التراجم والطبقات,أبو الهدى الصيادي,الكوكب الزاهر في مناقب الغوث عبد القادر,,,
عالم المعرفة,1,التراجم والطبقات,عبد الله مرداد,المختصر من كتاب نشر النور والزهر في تراجم أفاضل مكة,,,
المطبعة العامرة الشرفية مصر,2,التراجم والطبقات,السيد محمد باعلوي الشلي اليمني,المشرع الروي في مناقب السادة الكرام آل أبي علوي,,,
دار الفكر,9,التراجم والطبقات,الجلال السيوطي,المنهج السوي في ترجمة الإمام النووي (مع شرح مسلم),,,
جمعية الطلبة مسلك الفلاح,1,التراجم والطبقات,كي كي كنج علي مسليار,المهمة في بيان الأئمة المذكورين في فتح المعين ,,,
المكتبة الأسدية مكة المكرمة,1,التراجم والطبقات,عبد الله الغازي المكي,نظم الدرر في اختصار نشر النور والزهر في تراجم أفاضل أهل مكة من القرن العاشر إلى القرن الرابع عشر,,, 
دار صادر,1,التراجم والطبقات,عبد القادر العيدروسي,النور السافر عن أخبار القرن العاشر,,,
لجنة مدرسة هداية الطلبة,1,التراجم والطبقات,بيران كتي الكيفتي,الورقات في ذكر الأنبياء المذكورين في القرآن الكريم,,,
المنظمة المغربية للتربية والثقافة والعلوم,1,التراجم والطبقات,ملخصها مجهول,مهجة البهجة ومحجة اللهجة ( بهجة الأسرار = زبدة بهجة الأسرار ومعدن الأنوار في مناقب الجيلاني للشطنوفي),,,
دار الكتب العلمية,1,التراجم والطبقات, فريد الدين العطار,تذكرة الأولياء,,, 
بدون عنوان,1,التراجم والطبقات,عبد القادر القادري,تفريج الخاطر في مناقب تاج الأولياء وبرهان الأصفياء الشيخ عبد القادر الكيلاني,,,
